S.no,Title,Authors,Year,Snippets,DOI,ArticleURL
1585,Is the Limulus Amebocyte Lysate (LAL) the Sole Predictor of Septic Episodes in Major Thermal Injuries?,"J P Heggers, R Goodheart, E Carino, L McCoy, R J Ramirez, C Maness",1998,,10.1097/00004630-199801001-00156,http://dx.doi.org/10.1097/00004630-199801001-00156
1586,An automated analysis system of Limulus amebocyte lysate(LAL)-endotoxin reaction kinetics using turbidimetric kinetic assay.,"HARUKI OISHI, MASAJI FUSAMOTO, YASUMICHI HATAYAMA, MASAKAZU TSUCHIYA, AYA TAKAOKA, YOSHITSUGU SAKATA",1988,,10.1248/cpb.36.3012,http://dx.doi.org/10.1248/cpb.36.3012
1587,A screen-printed endotoxin sensor based on amperometry using a novel p-aminophenol conjugated substrate for a Limulus amebocyte lysate protease reaction,"Kumi Y. Inoue, Shinichiro Takano, Satoko Takahashi, Yosuke Ishida, Kosuke Ino, Hitoshi Shiku, Tomokazu Matsue",2013,,10.1039/c3an01202f,http://dx.doi.org/10.1039/c3an01202f
1588,Detection of Gram-Negative Bacteremia by Limulus Amebocyte Lysate Assay: Evaluation in a Rat Model of Peritonitis,"G. C. du Moulin, S. E. Lynch, J. Hedley-Whyte, S. A. Broitman",1985,,10.1093/infdis/151.1.148,http://dx.doi.org/10.1093/infdis/151.1.148
1589,"X. Note on the existence in the king crab ( <i>Limulus polyphemus</i> ) of stigmata corresponding to the respiratory stigmata of the pulmonate arachnida, and on the morphological agreements between Limulus and Scorpio",,1881,The conclusion arrived at by Straus Dürckheim (1828) to the effect that,10.1098/rspl.1881.0040,http://dx.doi.org/10.1098/rspl.1881.0040
1590,Revised systematics of Palaeozoic ‘horseshoe crabs’ and the myth of monophyletic Xiphosura [X1800] (matrix),C Lamsdell,2014,,10.7934/x1800,http://dx.doi.org/10.7934/x1800
1591,PRIMARY STRUCTURE OF ANTI-LIPOPOLYSACCHARIDE FACTOR ISOLATED FROM AMERICAN HORSESHOE CRAB,"Limulus polyphemus, T Muta, T Miyata, F Tokunaga, T Nakamura, S Iwanaga",1987,"In 1982, a protein component that inhibits the limulus coagulation cascade was found in the hemocyte lysates from Japanese and American horseshoe crabs and named anti-lipopolysaccharide (LPS) factor. This protein specifically inhibited the LPS-mediated activation of limulus factor C and had a strong anti-bacterial effect on the growth of Gram-negative R-type bacteria. Moreover, it had a hemolytic activity on the red blood cells sensitized with LPS.",10.1055/s-0038-1644608,http://dx.doi.org/10.1055/s-0038-1644608
1592,CRYSTAL STRUCTURE OF LIMULUS POLYPHEMUS SAP,"A.K. Shrive, A.M. Metcalfe, J.R. Cartwright, T.J. Greenhough",2000,,10.2210/pdb1qtj/pdb,http://dx.doi.org/10.2210/pdb1qtj/pdb
1593,Bioaerosol exposure assessment and the Limulus amoebocyte lysate assay,Kimberly Ann Hoppe,2018,,10.17077/etd.gin1k7us,http://dx.doi.org/10.17077/etd.gin1k7us
1594,Seasonal Variation in Reproduction of Horseshoe Crabs (<i>Limulus polyphemus</i>) from the Gulf Coast of Florida,"Daniel A. Sasson, Sheri L. Johnson, Matthew D. Smith, H. Jane Brockmann",2020,,10.1086/709876,http://dx.doi.org/10.1086/709876
1595,Characteristics of chemical compounds of horseshoe crabs Tachypleus gigas in different body proportions,"R Suwandi, Nurjanah, M Z Ula, R M Pertiwi",2020,"Abstract: Horseshoe crabs are a marine animal that has been widely used empirically, but in Indonesia the exact bioactive compounds are unknown. People poisoning caused by consuming horseshoe crabs has also been reported. The aims of this study was to observe the bioactive compounds in every part of horseshoe crabs which suspected to be related to toxicity. The work was conducted to measure morphometrics, to count body proportions, and to determine phytochemical compositions, toxicity, and antioxidants in different body proportions. Female horseshoe crabs with average weight more than 500 g were obtained from the waters of Lamongan Regency in July 2018. The highest proportion of the different body parts was the shell and the lowest was viscera. Edible portions of horseshoe crabs were 45.39%. Meat contains low fat 1.97% and high fat in gonads 4.87%. The solvent that produces the best extracts from the gonads was ethanol and used to extract meat, viscera, and gills. Viscera extracts were toxic with values of LC",10.1088/1755-1315/404/1/012029,http://dx.doi.org/10.1088/1755-1315/404/1/012029
1596,"Developmental stages in the formation of inverted gap junctions during turnover in the adult horseshoe crab, <i>Limulus</i>",Nancy J. Lane,1978,"ABSTRACT: Stages leading to the formation of inverted gap junctions between certain basal replacement or interstitial cells in the mid-gut of adult Limultts can be followed by freeze-fracturing. Free, 13-nm EF intramembranous particles first appear to be organized into short linear arrays or small clusters of particles, which then become transformed into anastomosing particulate networks covering a considerable surface area. These subsequently become concentrated into smaller, more nearly circular, macular plaques of EF particles or PF pits. These EF particles, both when free or assembled into macular arrays, possess a central channel or pore. Numerous formed gap junctions are present in Limulus mid-gut, which suggests that cell-to-cell communication is an important feature of the mature tissue. The results show that arthropod tissues can be used to study the development of gap junctions not only in differentiating systems but also in adult tissues during normal cell turnover.",10.1242/jcs.32.1.293,http://dx.doi.org/10.1242/jcs.32.1.293
1597,Comparison of the limulus amebocyte lysate test and gas chromatography-mass spectrometry for measuring lipopolysaccharides (endotoxins) in airborne dust from poultry-processing industries,"A Sonesson, L Larsson, A Schütz, L Hagmar, T Hallberg",1990,"The lipopolysaccharide (endotoxin) content in airborne dust samples from three different poultry slaughterhouses was determined with both the chromogenic Limulus amebocyte lysate assay and gas chromatography-mass spectrometry analysis of lipopolysaccharide-derived 3-hydroxy fatty acids. Gram-negative cell walls were also measured by using two-dimensional gas chromatography/electron-capture analysis of diaminopimelic acid originating from the peptidoglycan. The correlation between the results of the Limulus assay and those of gas chromatography-mass spectrometry for determination of the lipopolysaccharide content in the dust samples was poor, whereas a good correlation was obtained between lipopolysaccharide and diaminopimelic acid concentrations with the gas chromatographic methods. The results suggest that it is predominantly cell-wall-dissociated lipopolysaccharides that are measured with the Limulus assay, whereas the gas chromatographic methods allow determination of total concentrations of lipopolysaccharide, including Limulus-inactive lipopolysaccharide, gram-negative cells, and cellular debris.",10.1128/aem.56.5.1271-1278.1990,http://dx.doi.org/10.1128/aem.56.5.1271-1278.1990
1598,Human hemoglobin increases the biological activity of bacterial lipopolysaccharides in activation of Limulus amebocyte lysate and stimulation of tissue factor production by endothelial cells in vitro,"W. Kaca, R.I. Roth, A. Ziolkowski, J. Levin",1994,"Previous studies have demonstrated that hemoglobin (Hb) and bacterial endotoxin (lipopolysaccharide, LPS) form stable complexes and result in disaggregation of macromolecular LPS. To examine the effect of complex formation on LPS biological activity, we investigated the ability of Hb to alter LPS-induced activation of the coagulation cascade of Limulus amebocyte lysate (LAL) and expression of tissue factor from human endothelial cells. Both native HbAo and derivatized (covalently cross-linked) hemoglobin resulted in prominent enhancement of LAL activation and endothelial cell tissue factor production by Proteus mirabilis LPS. No substantial differences were observed between the enhancement effect of Hb on P. mirabilis smooth and rough LPS, indicating a dominant role for the lipid A component of LPS. Rough (Re) Salmonella min nesota 595 LPS also demonstrated both enhanced activation of LAL and stimulation of endothelial cell tissue factor in the presence of Hb. In contrast, neither lipid A nor singly dephosphorylated or partially deacylated Re LPS manifested significant enhancement of LAL activation by Hb, and partially deacylated Re LPS showed no enhancement of endothelial cell tissue factor by Hb. These results suggest that the Kdo moieties, as well as the phosphate residues and fatty acyl moieties of lipid A, may be involved in the interaction of Hb with LPS. Comparison of Hb with other endotoxin binding proteins for ability to cause enhancement of LPS biological activity demonstrated more prominent enhancement with lipopolysaccharide binding protein (LBP) than that observed with Hb, lesser enhancement with albumin, and no enhancement effect with IgG or transferrin.",10.1177/096805199400100406,http://dx.doi.org/10.1177/096805199400100406
1599,"Primary Structure of Anti-Lipopolysaccharide Factor from American Horseshoe Crab, Limulus polyphemus1","Tatsushi MUTA, Toshiyuki MIYATA, Fuminori TOKUNAGA, Takanori NAKAMURA, Sadaaki IWANAGA",1987,,10.1093/oxfordjournals.jbchem.a121999,http://dx.doi.org/10.1093/oxfordjournals.jbchem.a121999
1600,Determination of the Inflammatory Potential of Bioaerosols from a Duck‐Fattening Unit by Using a Limulus Amebocyte Lysate Assay and Human Whole Blood Cytokine Response,"B.‐A. Zucker, P. Scharf, C. Kersten",2006,"Summary: Inhalation of bioaerosols from animal houses can induce acute inflammatory reactions in the respiratory tract. Determination of the concentration of airborne endotoxins is widely used to characterize this risk. In this study, the activity of bioaerosol samples from a duck‐fattening unit to induce interleukin‐1β (IL‐1",10.1111/j.1439-0450.2006.00934.x,http://dx.doi.org/10.1111/j.1439-0450.2006.00934.x
1601,Comparison of the standard pour plate procedure and the ATP and Limulus amebocyte lysate procedures for the detection of microbial contamination in intravenous fluids,"R L Anderson, A K Highsmith, B W Holland",1986,"The intrinsic and extrinsic microbial contamination of large-volume parenterals has been associated with bacteremias in hospitalized patients. When epidemiologic data suggest the association of contaminated intravenous (i.v.) fluids with disease, appropriate laboratory methods must be devised to analyze quickly the suspect fluid. A study was undertaken to compare three laboratory test methods (standard pour plate [SPP] technique, ATP procedure, and Limulus amebocyte lysate [LAL] assay) for detecting the presence of microorganisms in artificially contaminated i.v. fluid. SPP proved the most sensitive of the assay techniques used, but a 24-h period was required for microbial growth. The LAL assay appeared more sensitive in detecting i.v. contamination than the ATP method. These studies suggest that the LAL and ATP methods can be used for the rapid detection of microbial contamination in i.v. fluid. SPP and LAL procedures would have practical laboratory application when the contamination of i.v. fluids is suspected, and they are more sensitive in detecting microbial contamination in these solutions than the ATP method.",10.1128/jcm.23.3.465-468.1986,http://dx.doi.org/10.1128/jcm.23.3.465-468.1986
1602,Population Structure and Genetic Diversity of Spawning Atlantic Horseshoe Crabs (Limulus polyphemus) along the South Carolina Coast,"Elizabeth L. Cushman, Amy E. Fowler, John D. Robinson, Rachel Walsh, Tanya L. Darden*",2019,,10.2983/035.038.0317,http://dx.doi.org/10.2983/035.038.0317
1603,"How survival and food intake of tri-spine horseshoe crabs, <i>Tachypleus tridentatus</i> respond to thermal variation: implications for understanding its distribution limit","Yongyan Liao, Ke Liu, Haiping Wu, Youhou Xu, Hu Huang, Shuqing Xu, Kit Yue Kwan",2019,,10.1080/00222933.2019.1679268,http://dx.doi.org/10.1080/00222933.2019.1679268
1604,Brain of Limulus Polyphemus,,1880,,10.1038/scientificamerican07031880-3749asupp,http://dx.doi.org/10.1038/scientificamerican07031880-3749asupp
1605,"Population study of the mangrove horseshoe crab Carcinoscorpius rotundicauda (Lattreille 1802) in Kuala Tungkal, Tanjung Jabung Barat, Jambi, Indonesia","E Rubiyanto, M P Patria",2020,Abstract: Population and morphological data of the mangrove horseshoe crab,10.1088/1755-1315/481/1/012030,http://dx.doi.org/10.1088/1755-1315/481/1/012030
1606,Biomaterial compounds and bioactivity of horseshoe crab<i>Carsinoscorpius rotundicauda</i>biomass harvested from the Madura Strait,"Eka Nurrahema Ning Asih, Mujizat Kawaroe, Dietriech G Bengen",2018,,10.1088/1755-1315/141/1/012004,http://dx.doi.org/10.1088/1755-1315/141/1/012004
1607,Determination of Tetrodotoxin in<i>Carcinoscorpius rotundicauda</i>(Horseshoe Crab) by High-Performance Liquid Chromatography-Tandem Mass Spectrometry,"Hong-nan Huang, Ren-jin Zheng, Lin-lin Liu, Mi Zheng, Zhi-jun Li",2016,,10.1080/00032719.2016.1149484,http://dx.doi.org/10.1080/00032719.2016.1149484
1608,Performance characteristics of the limulus amebocyte lysate assay and gas chromatography–mass spectrum analysis of lipopolysaccharides relative to nitric oxide production by peritoneal exudates of cells,"H LIN, S HUANG, H HSIEH, C CHEN, Y CHEN",2007,,10.1016/j.jhazmat.2006.11.043,http://dx.doi.org/10.1016/j.jhazmat.2006.11.043
1609,Evaluation of an endotoxin-specific limulus amebocyte lysate assay using leukocyte-rich plasma for the diagnosis of gram-negative bacterial infection,"Shigenori Kan, Gaku Takahashi, Chiaki Onodera, Tatsuyori Shouzushima, Naoya Matsumoto, Katsuya Inada, Shigeatsu Endo",2013,,10.1007/s10156-013-0555-3,http://dx.doi.org/10.1007/s10156-013-0555-3
1610,Structure of the astacin zymogen of LAST-MAM from Limulus polyphemus,"T. Guevara, A. Rodriguez Banqueri",2022,,10.2210/pdb8a28/pdb,http://dx.doi.org/10.2210/pdb8a28/pdb
1611,DISPERSION MECHANISM OF HATCHLINGS OF HORSESHOE CRAB TACHYPLEUS TRID ENTATUS AT TIDAL FLAT OFF THE YASAKA RIVERMOUTH IN MORIYE BAY,"Satoquo SEINO, Takaaki UDA, Kosaku MAEDA, Kazuo YAMAJI",2000,,10.2208/prohe.44.1209,http://dx.doi.org/10.2208/prohe.44.1209
1612,Absence of Hyperglycemic Response at or after Ecdysis in Xiphosura polyphemus,Henry Tamar,1968,,10.1086/physzool.41.3.30155467,http://dx.doi.org/10.1086/physzool.41.3.30155467
